SD BVGM #,First Eng Title,Stylish Game Title,Track Title,Console,Track Type,Location,,
1865,Environmental Station Alpha,Environmental Station Alpha,Sinking Feeling,PC,LEVEL,Sand Sector,,
1866,Ys VI: Ark of Napishtim,YS VI: Ark of Napishtim,The Depth Napishtim,PS2,LEVEL,Ark Of Napishtim,,
1867,Final Fantasy VIII,Final Fantasy VIII,Don't Be Afraid,PS1,PLAY,Enemy Battles,,
1868,Mario Kart 64,Mario Kart 64,Kalimari Desert,N64,LEVEL,Kalimari Desert,,
1869,Super Spy Hunter,Super Spy Hunter,Ending,NES,SCENE,Ending & Credits,,
1870,Titan Souls,Titan Souls,Forest Songs,VITA,LEVEL,Lost Woods,,
1871,Koudelka,Koudelka,Kiss Twice,PS1,BOSS,FINAL BOSS ~ Elaine,,
1872,Street Fighter,Street Fighter,Cammy's Theme [3DO],3DO,THEME,Cammy,,
1873,Suikoden,Suikoden,Theme Of A Moonlit Night,PS1,SCENE,Tyr talks with Odessa on the Balcony of the Inn on a Moonlit Night,,
1874,Mega Man 4,Mega Man 4,Dive Man's Stage,NES,LEVEL,Dive Man's Stage,,
1875,Chrono Trigger,Chrono Trigger,Courage And Pride,SNES,LEVEL,Guardia Castle,,
1876,Mario Party,Mario Party,Luigi's Engine Room,N64,LEVEL,Luigi's Engine Room,,
1877,Xenogears,Xenogears,Leftovers From The Dreams Of The Strong,PS1,LEVEL,Yggdrasil,,
1878,Digimon: Cyber Sleuth,Digimon: Cyber Sleuth,Kuremi Detective Agency,VITA,LEVEL,Kuremi Detective Agency,,
1879,Pokémon Red / Blue / Yellow,Pokémon Red / Blue / Yellow,Viridian Forest,GB,LEVEL,Viridian Forest,,
1880,Monster Rancher 4,Monster Rancher 4,Kawrea Volcano,PS2,LEVEL,Kawrea Volcano,,
1881,Yokai Watch,Yokai Watch,Yokai Battle,3DS,PLAY,Wild Yokai Battles,,
1882,Fire Emblem: Dragon's Fates,Fire Emblem: Dragon's Fates,Justice R.I.P. (Normal & Storm),3DS,LEVEL,"Birthright CH 10, 20, 21, 22 / Conquest CH 17, 18, 19, 20 / Revelation CH 8, 9, 10, 11",,
1883,Parasite Eve,Parasite Eve,Kyrie,PS1,SCENE,"Eve sings the Kyrie, melting the Skins of the Audience and forming them together into a Tide of Pus",,
1884,Tekken 2,Tekken 2,Quiet Interim Report,PS1,BOSS,Rival Battles,,
1885,Final Fantasy Tactics,Final Fantasy A-2,Amber Valley,GBA,LEVEL,Chapter 1 ~ Snow In Lutia,,
1886,Nintendo Wii,Nintendo Wii,Wii Shop Channel,WII,MENU,Wii Shop Channel,,
1887,3D Dot Game Heroes,3D Dot Game Heroes,Passing Through The Forest,PS3,LEVEL,Forest Overworld,,
1888,Katamari Damacy,Katamari Damacy,Wanda Wanda,PS2,LEVEL,Tutorial,,
1889,Final Fantasy XIII-3,Final Fantasy XIII-3,Ouroboros Festival,PS3,LEVEL,Yusnaan ~ Night,,
1890,GiFTPiA,GiFTPiA,FREE SLOW,GC,LEVEL,Echo Mountain,,
1891,Gunstar Heroes,Gunstar Heroes,Ancient Ruins,GEN,LEVEL,Stage 1: Ancient Ruins,,
1892,Pokémon Iron Fist,Pokémon Iron Fist,Tellur Town: AUTUMN,WIIU,LEVEL,Tellur Town ~ Autumn,,
1893,Castlevania: Return of Dracula,Castlevania: Return of Dracula,Library,SNES,LEVEL,Stage 7-1: Library,,
1894,Contact,Contact,Aegis Desert,DS,LEVEL,Aegis Desert,,
1895,Deep Fear,Deep Fear,Surfacing,SAT,SCENE,Ending & Credits,,
1896,Mario Super Stars,Mario Super Stars,Hello Happy Kingdom!,SNES,LEVEL,Toad Town,,
1897,Valdis Story,Valdis Story,Pancakes,PC,THEME,Sir Pancakes the Flying Dog,,
1898,Tales of Symphonia,Tales of Symphonia,Rovers,GC,,,,
1899,Enthusia Professional Racing,Enthusia Professional Racing,The Infinite End,PS2,LEVEL,Driving Revolution Mode ~ Level 17,,
1900,Silent Hill 3,Silent Hill 3,Maternal Heart,PS2,SCENE,Chapel Library ~ Heather Mason and Vincent Smith argue over their Motives and Alliances,,
1901,Wild Arms,Wild ARMs,Morning Of The Journey,PS1,SCENE,Ending,,
1902,Super Mario Galaxy 2,Super Mario Galaxy 2,Nostalgic Throwback,WII,LEVEL,Whomp Fortress (Throwback Galaxy),,
1903,StarFox Wars,StarFox Wars,Main Menu,N64,MENU,Main Menu,,
1904,Vortex,Vortex,Voltair,SNES,LEVEL,Stage 3: Voltair,,
1905,Castlevania: Portrait of Ruin,Castlevania: Portrait of Ruin,Gaze Up At The Darkness,DS,LEVEL,Master's Keep,,
1906,Skies of Arcadia,Skies of Arcadia,All Hands On Deck!,DC,PLAY,On-Ship ~ Enemy Battles,,
1907,Stardew Valley,Stardew Valley,Nature's Crescendo,8TH,PLAY,Summer Time,,
1908,Radiant Historia,Radiant Historia,Mechanical Kingdom,DS,LEVEL,Alistel,,
1909,Dragon Ball Z: Butōden,Dragon Ball Z: Butōden,Imperfect Cell's Theme,SNES,THEME,Imperfect Cell,,
1910,Street Fighter 7,Street Fighter 7,Fang's Theme,PS4,THEME,Fang,,
1911,Spyro: A Hero's Tail,Spyro: A Hero's Tail,Crocovile Swamp,6TH,LEVEL,Crocovile Swamp,,
1912,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,Goddess' Tomb,N64,LEVEL,Goddess' Tomb (Spirit Temple),,
1913,Chrono Cross,Chrono Cross,Death Volcano,PS1,LEVEL,Death Volcano,,
1914,Westerado,Westerado,Forest,PC,LEVEL,Forest,,
1915,Xenoblade,Xenoblade,Fallen Arm: DAY,WII,LEVEL,Fallen Arm ~ Day,,
1916,F-Zero,F-Zero,White Land,SNES,LEVEL,White Land Tracks,,
1917,Frontier SaGa 3,Frontier SaGa 3,"DG ""sadness""",PS2,LEVEL,Laura's Story ~ Water Elemental Gear / Healer's Hills / Leith Torles' Tower,,
1918,Krater,Krater,Tutorial,PC,PLAY,Opening Tutorial,,
1919,Teenage Mutant Ninja Turtles: The Life Transformer,Teenage Mutant Ninja Turtles: The Life Transformer,Manhattan,NES,LEVEL,Manhattan (Overworld),,
1920,Ape Escape 3,Ape Escape 3,Tomoki City: INSIDE,PS3,LEVEL,Future City Tomoki ~ Inside Buildings & Giant Statue,,
1921,Halo 3 ODST,Halo 3,Rain,X360,PLAY,"1st Part of the ""Deference For Darkness"" Suite ~ Mombasa Streets",,
1922,Ragnarok Online,Ragnarok Online,Plateau,PC,LEVEL,"Geffen Field ~ Areas 0, 4, 7",,
1923,The Legend of Zelda: Skyward Sword,The Legend of Zelda: Skyward Sword,Mastery Of The Skies,WII,PLAY,Riding the Loftwing across the Sacred Sky,,
1924,Devilish,Devilish,Seaside,GEN,LEVEL,Stage 5: Seaside,,
1925,Max Payne 3,Max Payne 3,Panama,7TH,LEVEL,"Chapter 11: Sun Tan Oil, Stale Margaritas & Greed",,
1926,Illusion of Gaia,Illusion of Gaia,Deep Sadness,SNES,SCENE,Will's Dream,,
1927,Ecco: Tides of Time,Ecco: Tides of Time,Fin To Feather [SCD],SCD,LEVEL,Fin To Feather,,
1928,Paper Mario: Dark Prognosticus,Paper Mario: Dark Prognosticus,Castle Bleck,WII,LEVEL,Chapter 8: Castle Bleck,,
1929,FTL: Faster Than Light,FTL: Faster Than Light,Last Stand,PC,BOSS,FINAL BOSS ~ Rebel Flagship,,
1930,Z-Out,Z-Out,High Score,AGA,MENU,High Score,,
1931,Hotline Miami 2: Wrong Number,Hotline Miami 2: Wrong Number,Around,VITA,THEME,Evan Wright,,
1932,Ori and the Blind Forest,Ori and the Blind Forest,Light Of Nibel,XB1,SCENE,Staff Credits,,
1933,Mother 3,Mother 3,Alec's Log House,GBA,LEVEL,Tazmily Mountains ~ Alec's Log House,,
1934,Undertale,Undertale,Bonetrousle,PC,BOSS,Papyrus,,
1935,Guild Wars 2,Guild Wars 2,Call Of The Raven,PC,LEVEL,Kryta ~ Divinity's Reach,,
1936,Sonic Lost Hex,Sonic Lost Hex,Island Relics,WIIU,LEVEL,Silent Jungle ~ Act 4,,
1937,Castlevania,Castlevania,Walking On The Edge,NES,LEVEL,Stage 10,,
1938,Valkyria Chronicles,Valkyria Chronicles,Battling Bravely,PS3,PLAY,Bruhl Missions ~ Player Phase,,
1939,Deus Ex,Deus Ex,Versalife,PC,LEVEL,Versalife HQ,,
1940,Quavers: One Step Beyond,Quavers: One Step Beyond,Track 6,AGA,PLAY,Main Gameplay,,
1941,Streets of Rage 2,Streets of Rage 2,Dreamer,GEN,LEVEL,Round 3,,
1942,NieR,NieR,The Prestigious Mask,7TH,LEVEL,Façade,,
1943,Top Gear Trials,Top Gear Trials,Gear Box,SNES,PLAY,Main Gameplay,,
1944,PaRappa the Rapper,PaRappa the Rapper,Chop Chop Master Onion's Rap,PS1,PLAY,Stage 1: Chop Chop Master Onion's Rap,,
1945,Shovel Knight,Shovel Knight,An Underlying Problem,8TH,LEVEL,Lost City (Mole Knight's Stage),,
1946,Ōkamiden,Ōkamiden,Tech Of The Ruins,DS,LEVEL,Moon Tribe Ruins (Underground Ruins) ~ 1F / B1 / B2,,
1947,Furi,Furi,Wisdom Of Rage,8TH,BOSS,Master Of Time,,
1948,Metroid Origins AR,Metroid Origins AR,Hydro Station,PC,LEVEL,Hydro Station,,
1949,Environmental Station Alpha,Environmental Station Alpha,Valiant,PC,LEVEL,Cave Sector,,
1950,The Legend of Zelda: Minish Cap,The Legend of Zelda: Minish Cap,Sky Sanctuary,GBA,LEVEL,Sky Sanctuary (Palace Of Winds),,
1951,Grounseed,Grounseed,C Village,PC98,LEVEL,Villages,,
1952,Castle in the Darkness,Castle in the Darkness,The Trees Can See,PC,LEVEL,Agros Forest,,
1953,Final Fantasy IX,Final Fantasy IX,Out Of The Frying Pan,PS1,LEVEL,Lindblum Bar,,
1954,Rollercoaster Tycoon 3,Rollercoaster Tycoon 3,Mermaid,PC,PLAY,Main Gameplay,,
1955,Paladin's Quest II,Paladin's Quest II,Throne Of The Immortals,SNES,LEVEL,Throne Of The Immortals,,
1956,South Park: Stick of Truth,South Park: Stick of Truth,A Hero Is Born,7TH,MENU,Character Creation,,
1957,Dark Cloud 2,Dark Cloud 2,Kazarov Stonehenge,PS2,SCENE,Max & Monica arrive at Kazarov Stonehenge,,
1958,Mega Man EXE3,Mega Man EXE3,Virus Busting,GBA,PLAY,Enemy Battles,,
1959,Glover,Glover,Atlantis: STAGE 2,N64,LEVEL,World 1: Atlantis ~ Stage 2,,
1960,Shin Megami Tensei: Digital Devil Saga,Shin Megami Tensei: Digital Devil Saga,Spider's String (Second Movement),PS2,LEVEL,Sahasrara,,
1961,Kingdom Hearts,Kingdom Hearts,Winnie The Pooh,PS2,LEVEL,100-Acre Wood,,
1962,Dragon Quest VII: Fragments of the Forgotten Past,Dragon Quest VII: Fragments of the Forgotten Past,Memories Of A Lost World [3DS],3DS,MENU,Present Day ~ World Map (Overworld),,
1963,Jazz Jackrabbit 3,Jazz Jackrabbit 3,Skygazer,PC,THEME,UNUSED ~ The Game Was Cancelled,,
1964,Kirby's Rainbow Paintbrush,Kirby's Rainbow Paintbrush,The Wild Red Yonder,WIIU,LEVEL,World 4: Blue Sky Palace ~ Stage 2: The Wild Red Yonder,,
1965,Time Trax: The Game,Time Trax: The Game,Mission Briefing,GEN,THEME,"Unused ~ Originally the Mission Briefing Theme, but the Game was never Released",,
1966,Dark Souls II,Dark Souls II,Crown Of The Old Iron King,7TH,BOSS,Sir Alonne,,
1967,Children of Mana,Children of Mana,Longing,DS,LEVEL,Mana Village,,
1968,OFF,OFF,Avatar Beat,PC,BOSS,FINAL BOSS ~ The Judge,,
1969,Ys I Chronicles,YS I Chronicles,Final Battle,PSP,BOSS,FINAL BOSS ~ Dark Fact,,
1970,Mega Man 9,Mega Man 9,Pirate Man's Stage,GBA,LEVEL,Pirate Man's Stage,,
1971,The Oregon Trail,The Oregon Trail,Main Theme,PC,THEME,The Oregon Trail,,
1972,No More Heroes 2: Desperate Struggle,No More Heroes 2: Desperate Struggle,Twilight,WII,BOSS,Alice Twilight,,
1973,Final Fantasy VI,Final Fantasy VI,From That Day On…,SNES,LEVEL,World of Ruin ~ Albrook / Tzen / Mobliz: Hideout / Maranda / Kohlingen,,
1974,Castlevania: Curse of Darkness,Castlevania: Curse of Darkness,Baljhet Mountains,PS2,LEVEL,Baljhet Mountains,,
1975,Shin Megami Tensei: Last Bible III,Shin Megami Tensei: Last Bible III,Sky Wing,SNES,PLAY,Flying in the Overworld,,
1976,Tales of Berseria,Tales of Berseria,Velvet's Theme,PS4,THEME,Velvet Crowe,,
1977,Star Ocean II: The Second Story,Star Ocean II: The Second Story,Cuddle,PS1,LEVEL,Arlia Village ~ Night,,
1978,Wii Sports,Wii Sports,Main Theme,WII,THEME,Main Theme,,
1979,Wild Arms 3,Wild ARMs 3,Migratory Birds (Scoundrels),PS2,MENU,Filgaia ~ World Map (Overworld),,
1980,Pokémon Snap,Pokémon Snap,Stone Valley,N64,LEVEL,Stone Valley,,
1981,Frontier SaGa 2,Frontier SaGa 2,Heimatlose,PS1,LEVEL,"Slums Of Thermes (I'm guessing, I've looked through the Whole Game and can't find this Song)",,
1982,Mighty Switch Force!,Mighty Switch Force!,Love You Love You Love,3DS,LEVEL,Incident 3 / Incident 11,,
1983,Shinobi: Soul Eater,Shinobi: Soul Eater,Transfiguration,PS2,LEVEL,Stage 1,,
1984,Marble Madness,Marble Madness,Beginner Race,NES,PLAY,Beginner Race,,
1985,Space Harrier,Space Harrier,Main Theme,GEN,THEME,Main Theme,,
1986,Dragon Quest,Dragon Quest,Chateau Ladutorm,NES,LEVEL,Tintagel Castle,,
1987,Mega Man,Mega Man,Electric Man's Stage,NES,LEVEL,Electric Man's Stage,,
1988,Altered Beast,Altered Beast,Rise From Your Grave,GEN,LEVEL,Stage 1,,
1989,Tetris,Tetris,Title Theme,GB,MENU,Title Screen,,
1990,F-Zero,F-Zero,Silence,SNES,LEVEL,Silence Tracks,,
1991,Street Fighter,Street Fighter,Chun-Li's Theme,ARC,THEME,Chun-Li,,
1992,Sonic the Hedgehog 2,Sonic the Hedgehog 2,Casino Night,GEN,LEVEL,Casino Night,,
1993,Doom,Doom,The Demons From Adrian's Pen,PC,LEVEL,E2M2,,
1994,Earthbound,Mother 2,Get On The Bus,SNES,SCENE,Taking the Bus from Twoson to Fourside (And Vice Versa),,
1995,Terranigma,Terranigma,New Waters,SNES,LEVEL,Ahola,,
1996,Pokémon Red / Blue / Yellow,Pokémon Red / Blue / Yellow,Title Theme,GB,MENU,Title Screen,,
1997,Final Fantasy VII,Final Fantasy VII,Cid's Theme,PS1,THEME,Cid,,
1998,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,Welcome!,N64,LEVEL,Inside Houses / Buildings,,
1999,Shenmue,Shenmue,FREE 1,DC,PLAY,The First Few Days After Iwao Hazuki's Death,,
2000,Super Mario Bros.,Super Mario Bros.,Kingdom,NES,LEVEL,Kingdom Stages,,
2001,Silent Hill 2,Silent Hill 2,Alone In The Town,PS2,LEVEL,Pete's Bowl-O-Rama,,
2002,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind,The Road Most Travelled,XBX,PLAY,Exploring The Overworld,,
2003,Tales of Symphonia,Tales of Symphonia,Raine's Theme,GC,THEME,Raine Sage,,
2004,World of Warcraft,World of Warcraft,Song Of Elune,PC,THEME,The Night Elves,,
2005,We ♥ Katamari,We ♥ Katamari,Bluffing Damacy,PS2,LEVEL,Campfire,,
2006,Baten Kaitos Origins,Baten Kaitos Origins,Iconoclasm,GC,BOSS,Heughes,,
2007,Super Mario Galaxy,Super Mario Galaxy,Comet Observatory,WII,LEVEL,Comet Observatory,,
2008,Castlevania: Order of Ecclesia,Castlevania: Order of Ecclesia,An Empty Tome,DS,LEVEL,Dracula's Castle ~ Entrance,,
2009,Shatter,Shatter,Argon Refinery,PS3,LEVEL,World 8: Argon Refinery,,
2010,Xenoblade,Xenoblade,Valak Mountain: DAY,WII,LEVEL,Valak Mountain ~ Day,,
2011,The Binding Of Isaac,The Binding Of Isaac,Peace Be With You,PC,PLAY,Mom Boss Battle ~ Aftermath,,
2012,Hotline Miami,Hotline Miami,Miami Disco,VITA,LEVEL,Chapter 8: Push It / Bonus Chapter: Highball,,
2013,Guacamelee!,Guacamelee!,Caverna Del Pollo: LIVING,VITA,LEVEL,Caverna Del Pollo ~ Living World,,
2014,QBEH-1: The Atlas Cube,QBEH-1: The Atlas Cube,Elevation,PC,LEVEL,World 6 ~ Level 5,,
2015,Axiom Verge,Axiom Verge,The Axiom,PS4,MENU,Title Screen,,
2016,I Am Setsuna,I Am Setsuna,The Winter Breeze,PS4,LEVEL,Nive Island,,
2017,Firewatch,Firewatch,Thorofare Hike,8TH,PLAY,Day 1 ~ Hiking through Thunder Canyon back to the Lookout Tower,,
2018,Gears of War 4,Gears of War 4,Main Theme,XB1,THEME,Main Theme,,
2019,Thumper,Thumper,Triangle,PS4,LEVEL,Stage 1,,
2020,Inside,Inside,Submarine,8TH,LEVEL,Submarine,,
2021,Doom Slayer,Doom Slayer,BFG Division,8TH,PLAY,Mission 5: Argent Energy Tower ~ Demon Wave at the Tower Base,,
2022,Momodora,Momodora,Hallowed Ground,PC,LEVEL,Sacred Ordelia Grove,,
2023,Pokémon GO,Pokémon GO,Walking At Night: MAP,iOS,MENU,Map Screen ~ Outside at Night,,
2024,Metroid Origins AR,Metroid Origins AR,Initial Descent,PC,LEVEL,SR388 Surface ~ Opening,,
2025,Hyper Light Drifter,Hyper Light Drifter,The Midnight Wood,8TH,LEVEL,Midnight Wood,,
2026,Yoshi's Woolly World,Yoshi's Woolly World,Shy But Deadly,WIIU,LEVEL,World 1: Stage 6 ~ Shy But Deadly,,
2027,Final Fantasy IV,Final Fantasy IV,Red Wings,SNES,THEME,Cecil Harvey,,
2028,Persona 5,Persona 5,The Days When My Mother Was There,PS4,LEVEL,Futaba's Heart,,
2029,Klonoa: Door To Phantomile,Klonoa: Door To Phantomile,Nevertheless,PS1,SCENE,Vision 5-2 ~ Klonoa & Huepow find the High Priest Moire,,
2030,Soma Bringer,Soma Bringer,Ring,DS,,,,
2031,The Legend of Zelda: Breath of the Wild,The Legend of Zelda: Breath of the Wild,Hyrule Castle,SWCH,LEVEL,Hyrule Castle ~ Exterior & Interior,,
2032,Samurai Legend Musashi,Samurai Legend Musashi,A New Hope,PS2,,,,
2033,Elemental Master,Elemental Master,Setting Out,GEN,SCENE,Staff Credits,,
2034,Animal Crossing: New Leaf,Animal Crossing: New Leaf,7PM,3DS,PLAY,Exploring the Village at 7 P.M.,,
2035,NeoTokyo,NeoTokyo,Impetus,PC,PLAY,Main Gameplay,,
2036,Chrono Trigger,Chrono Trigger,Black Omen,SNES,LEVEL,Black Omen,,
2037,Stickman Golf 2,Stickman Golf 2,Pleased,iOS,LEVEL,Factory,,
2038,Yooka-Laylee,Yooka-Laylee,Tropic Trials,8TH,PLAY,Tribalstack Tropics ~ Challenges,,
2039,Dust Force,Dust Force,Pillars Of Pepper,PC,LEVEL,Laboratory ~ Access / Backup Shift / Abyss,,
2040,Super Mario Vista 2,Super Mario Vista 2,Sprawling Savannah,WIIU,LEVEL,World 5-4: Sprawling Savannah,,
2041,NieR: Automata,NieR: Automata,A Beautiful Song (Vocal),8TH,BOSS,Beauvoir,,
2042,Starfy,Starfy,Hotcha Springs,DS,LEVEL,World 2: Hotcha Springs,,
2043,Katamari Forever,Katamari Forever,Cherry Blossom Colour Season (Fanfare Mix),PS3,LEVEL,Make A Star 4,,
2044,Paper Mario: The Thousand-Year Door,Paper Mario: The Thousand-Year Door,Dooped,GC,BOSS,Doopliss,,
2045,Castlevania: Symphony of the Night,Castlevania: Symphony of the Night,Marble Gallery,PS1,LEVEL,Marble Gallery,,
2046,Boot Hill Heroes,Boot Hill Heroes,Theme Of The Past,PC,,,,
2047,Asterix & Obelix: Worldwide Wallop,Asterix & Obelix: Worldwide Wallop,Swiss Frontier,SNES,LEVEL,Act 2: Countryside / Act 5: Swiss Frontier,,
2048,Nintendo 3DS Guide: The Louvre,Nintendo 3DS Guide: The Louvre,Main Theme,3DS,THEME,Main Theme,,
2049,Undertale,Undertale,Ruins,PC,LEVEL,Ruins,,
2050,Snake Pass,Snake Pass,Sog-Gee's Realm,8TH,LEVEL,World 2: Sog-Gee's Realm,,
2051,Sonic Storybook 2,Sonic Storybook 2,Deep Woods,WII,LEVEL,Deep Woods,,
2052,Mystic Quest,Mystic Quest,Bone Dungeon,SNES,LEVEL,Bone Dungeon,,
2053,Pop'n Music 18,Pop'n Music 18,Byakuya-Gentō,ARC,PLAY,Byakuya-Gentō,,
2054,Dewy's Adventure,Dewy's Adventure,Ancient Sensation,WII,LEVEL,Restless Ruins,,
2055,The Legend of Dragoon,The Legend of Dragoon,Peace Between Hills,PS1,LEVEL,Donau / Furni,,
2056,Etrian Odyssey IV: Legends of the Titan,Etrian Odyssey IV: Legends of the Titan,City Of Radiant Ruin,3DS,LEVEL,Labyrinth 5: City Of Radiant Ruin,,
2057,Breath of Fire III,Breath of Fire III,Eden,PS1,LEVEL,Orbital Station Myria ~ Eden Room,,
2058,Faxanadu,Faxanadu,Land Of Mist,NES,LEVEL,Land Of Mist,,
2059,Metroid Corruption,Metroid Corruption,Identity Fraud,WII,BOSS,Gandrayda,,
2060,Mega Man 10,Mega Man 10,Magma Burning,7TH,LEVEL,Magma Man's Stage,,
2061,Lost Odyssey,Lost Odyssey,"Saman, Town Of Merchants",X360,LEVEL,Saman,,
2062,Ace Attorney: Trials & Tribulations,Ace Attorney: Trials & Tribulations,Fragrance Of Dark Coffee,GBA,THEME,Godot,,
2063,Tekken 7,Tekken 7,Kazumi's Theme,PS4,BOSS,Kazumi ~ 1st Phase,,
2064,Gargoyle's Crest III,Gargoyle's Crest III,Memorial Of The Fallen Ones,SNES,SCENE,Ending & Credits,,
2065,Dragon Toads Double Battle,Dragon Toads Double Battle,Abobo,SNES,LEVEL,Stage 1,,
2066,SOMA,SOMA,The Satellite,PC,SCENE,,,
2067,Skies of Arcadia,Skies of Arcadia,Cave Dungeon,DC,LEVEL,Shrine Island,,
2068,Gran Turismo 5,Gran Turismo 5,Slow On The Uptake,PS3,MENU,Main Menus,,
2069,Final Fantasy XII,Final Fantasy XII,Secret Practice,PS2,PLAY,Rabanastre ~ Vaan's Combat Tutorial with the Sewer Rats,,
2070,The 7th Saga,The 7th Saga,Lux Tizer's Theme,SNES,THEME,Lux Tizer,,
2071,Metal Gear Solid,Metal Gear Solid,Rex's Lair,PS1,LEVEL,Rex's Lair,,
2072,Phantasy Star Online,Phantasy Star Online,Leaving Flow,DC,BOSS,Episode 2: FINAL BOSS ~ Olga Flow,,
2073,Art Academy: Pokémon Pictures,Art Academy: Pokémon Pictures,BGM3,3DS,PLAY,Main Gameplay,,
2074,Croc 2,Croc 2,Hang Glider Valley,PS1,LEVEL,Stage 2-4: Hang Glider Valley / Staff Credits,,
2075,Yakuza 0,Yakuza 0,Friday Night,PS4,PLAY,Disco Dancing,,
2076,Secret of Evermore,Secret of Evermore,Deserted Castle,SNES,LEVEL,Ebon Keep ~ Castle Hall,,
2077,The Vampire Masquerade: Bloodlines,The Vampire Masquerade: Bloodlines,Downtown,PC,LEVEL,Downtown,,
2078,3D Dot Game Heroes,3D Dot Game Heroes,Raejack Village,PS3,LEVEL,Raejack Village,,
2079,Grounseed,Grounseed,Groundlife (A-Mix),PC98,SCENE,Our Hero Shows Spirit,,
2080,Super Runabout,Super Runabout,Candy (Blues For M),DC,PLAY,Main Gameplay,,
2081,Miitopia,Miitopia,Skyscraper: BATTLE,3DS,PLAY,Skyscraper ~ Enemy Battles,,
2082,Jack Bros.,Jack Bros.,Mecha Fortress,VB,LEVEL,Stage 5: Mecha Fortress,,
2083,Castlevania: Rondo of Blood,Castlevania: Rondo of Blood,Cemetery,MSX,LEVEL,Stage 4,,
2084,Wild Arms 4,Wild ARMs 4,Taste Of The Sand That Sheds No Tears,PS2,THEME,Hauser Blackwell,,
2085,Sonic Mania,Sonic Mania,Built To Rule,8TH,LEVEL,Titanic Monarch: ACT 1,,
2086,Final Fantasy X,Final Fantasy X,Lulu's Theme,PS2,THEME,Lulu,,
2087,Treasure Master,Treasure Master,The Moon,NES,LEVEL,Stage 2: The Moon,,
2088,Dragon Ball Z: Goku's Legacy 2,Dragon Ball Z: Goku's Legacy 2,Kami's Lookout,GBA,LEVEL,Kami's Lookout,,
2089,Mario Rifling Rabbids,Mario Rifling Rabbids,Spooky Skirmish,SWCH,PLAY,Spooky Village ~ Enemy Battles,,
2090,Advance Wars,Advance Wars,Andy's Handiwork,GBA,THEME,Andy,,
2091,Evoland II,Evoland II,Searching For Something,PC,PLAY,Game of Cards,,
2092,Radiata Stories,Radiata Stories,Itinerant Party,PS2,PLAY,Exploring The Regions,,
2093,Secret of Mana,Secret of Mana,Still Of The Night,SNES,LEVEL,Pure Land (Overworld),,
2094,Summoner,Summoner,Ikaemos Swamp,GC,LEVEL,Ikaemos Swamp,,
2095,Bravely Default: Flying Fairy,Bravely Default: Flying Fairy,Land Of Radiant Flowers,3DS,LEVEL,Florem,,
2096,Suikoden III,Suikoden III,Beautiful Grasslands,PS2,,,,
2097,Mario Super Stars,Mario Super Stars,Might Of The Moustaches,SNES,BOSS,FINAL BOSS ~ Smithy,,
2098,Jade Cocoon,Jade Cocoon,Battle Drill,PS1,PLAY,Enemy Battles,,
2099,Shadow Hearts: Covenant,Shadow Hearts II,Deep In Coma,PS2,PLAY,Japan ~ Enemy Battles,,
2100,Dark Souls,Dark Souls,"Gwynevere, Princess Of Sunlight",7TH,THEME,Gwynevere,,
2101,Super Mario Odyssey,Super Mario Odyssey,"Jump Up, Super Star!",SWCH,PLAY,New Donk City ~ A Traditional Festival!,,
2102,Castlevania: Aria of Sorrow,Castlevania: Aria of Sorrow,Inner Quarters,GBA,LEVEL,Inner Quarters,,
2103,Titan Souls,Titan Souls,The First Guardian,VITA,BOSS,Gol-I-ath ~ Hard Mode,,
2104,Pilotwings 64,PilotWings Vista,Results,N64,MENU,Results / Replay,,
2105,The Legend of Zelda: Spirit Tracks,The Legend of Zelda: Spirit Tracks,Full Steam Ahead!,DS,PLAY,Riding the Train in the Overworld,,
2106,Ecco: Defender of the Future,Ecco: Defender of the Future,Aquamarine Bay,DC,LEVEL,Aquamarine Bay,,
2107,Guardian's Crusade,Guardian's Crusade,Cave Of Fear,PS1,LEVEL,Cave Of Fear,,
2108,The Elder Scrolls IV: Oblivion,The Elder Scrolls IV: Oblivion,Watchman's Ease,7TH,PLAY,Exploring Towns,,
2109,Chuck Rock 2: Son of Chuck,Chuck Rock 2: Son of Chuck,Lively Lava,SCD,LEVEL,World 4 ~ Lively Lava / The Spooky Cave Ooohhh,,
2110,Waterworld: The Game,Waterworld: The Game,World Map,SNES,MENU,World Map,,
2111,Sonic Forces,Sonic Forces,Fading World,8TH,LEVEL,EGG Empire ~ Avatar's Act,,
2112,Final Fantasy V,Final Fantasy V,Unknown Lands,SNES,MENU,Galuf's World ~ World Map (Overworld),,
2113,Ittle Dew 2,Ittle Dew 2,Stars,8TH,LEVEL,Star Woods,,
2114,Black/Matrix,Black/Matrix,Deboneir,SAT,,,,
2115,Mario Kart GC,Mario Kart GC,Sherbet Land,GC,LEVEL,Sherbet Land,,
